unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
492,part,wheel,0.16822624937340627,red-c,21004512.0,2823684.0,133336.0,0.005627211977618775,bicycle,1152271.0,1103084.0,135224.0,0.06378096447813839,wheel,1513439.0,630630.0,308749.0,0.16822624937340627,ceramic,679072.0,381652.0,30630.0,0.029735150384333855,laundromat-s,363776.0,358054.0,8294.0,0.011623800340837742,paisley,1555456.0,788142.0,161821.0,0.07416935827997087
165,scene,ball_pit-s,0.15144928230123236,red-c,21004512.0,3178254.0,331137.0,0.013883202694457473,ball,122639.0,883239.0,66706.0,0.07102639346147456,nose,155124.0,572153.0,27167.0,0.03880390224393309,food,1104928.0,449524.0,37302.0,0.024586889892232146,ball_pit-s,275968.0,325267.0,79080.0,0.15144928230123236,honeycombed,1555456.0,1244000.0,330999.0,0.13409145875338319
47,texture,fibrous,0.14215966737555025,green-c,63326720.0,3164324.0,891014.0,0.01358252427628463,plant,3760075.0,1423844.0,216354.0,0.043553330454659374,hand,398768.0,546106.0,9999.0,0.010695547533092658,food,1104928.0,325133.0,23771.0,0.01690334141606639,corn_field-s,188160.0,472161.0,14016.0,0.021686355513263856,fibrous,1831424.0,919447.0,342389.0,0.14215966737555025
48,texture,grid,0.13532782237757945,white-c,72511065.0,3093314.0,634545.0,0.008464004335397088,windowpane,8841352.0,1585410.0,325295.0,0.03220274837308284,pane,480756.0,262016.0,25344.0,0.03532619301170291,glass,2246777.0,289958.0,28030.0,0.011173095282227284,building_facade-s,3148544.0,1099413.0,52816.0,0.01258980329862572,grid,1682240.0,574425.0,268988.0,0.13532782237757945
200,texture,perforated,0.1332702939494723,blue-c,61494563.0,2954965.0,409216.0,0.006389975114424802,car,5354795.0,1093521.0,55401.0,0.0086659997825718,hair,1159565.0,534399.0,23637.0,0.014151121307384721,metal,3462561.0,224072.0,14339.0,0.003904643800305749,ball_pit-s,275968.0,369478.0,4511.0,0.007038155195144592,perforated,1793792.0,1371390.0,372219.0,0.1332702939494723
90,texture,perforated,0.12092920734190361,yellow-c,34166024.0,2585402.0,212059.0,0.005803576181273201,ground,7897548.0,926067.0,51962.0,0.005923854945014355,muzzle,666221.0,360684.0,4508.0,0.004409246114767551,wallpaper,479323.0,337074.0,4784.0,0.005894434909248619,ball_pit-s,275968.0,336946.0,2684.0,0.004398341608901561,perforated,1793792.0,906550.0,291321.0,0.12092920734190361
464,texture,honeycombed,0.12039384205898923,orange-c,30348501.0,3160239.0,225409.0,0.006772429117746658,dog,3793935.0,699296.0,64490.0,0.014561700492306956,muzzle,666221.0,306127.0,25039.0,0.026431713411357853,tile,3959469.0,225866.0,27996.0,0.006734115259785165,movie_theater-indoor-s,238336.0,281183.0,6369.0,0.012411575562700962,honeycombed,1555456.0,1892872.0,370546.0,0.12039384205898923
212,texture,perforated,0.11731219752597313,pink-c,18491188.0,3005983.0,172780.0,0.008102458822856887,dog,3793935.0,1145593.0,89666.0,0.018488361112130612,muzzle,666221.0,522150.0,50946.0,0.04479064553706838,food,1104928.0,246818.0,20522.0,0.015415887934712715,skyscraper-s,4402944.0,511983.0,20949.0,0.004280566851751275,perforated,1793792.0,1003884.0,293742.0,0.11731219752597313
196,part,head,0.1130812258074936,pink-c,18491188.0,2816416.0,211349.0,0.010018318417178783,dog,3793935.0,1538488.0,281594.0,0.05575203595290991,head,4946761.0,1255873.0,630144.0,0.1130812258074936,skin,177664.0,325263.0,6161.0,0.012402217543068564,ball_pit-s,275968.0,245851.0,3457.0,0.006669084539375956,freckled,1555456.0,329171.0,54421.0,0.029734904158329717
230,texture,perforated,0.11025355701221361,red-c,21004512.0,2980515.0,249334.0,0.01050460165624825,bottle,940208.0,646764.0,11327.0,0.007188802046146182,pot,422616.0,182467.0,5750.0,0.00959399866184575,leather,470954.0,265591.0,5507.0,0.007533124133082,anechoic_chamber-s,137984.0,332314.0,1681.0,0.0035871511276799597,perforated,1793792.0,1519712.0,329047.0,0.11025355701221361
